;Matricule;Annee_academique;Niveau;Cursus;Filiere;Age;Annee_naissance;Genre;Distance_domicile_ecole;Note_moy_CC_S1;Note_moy_SN_S1;Note_moy_CC_S2;Note_moy_SN_S2;Moyenne_S1;Moyenne_S2;Moyenne_annuelle;Nb_matieres_validees;Nb_credits_obtenus;Nb_matieres_non_validees;Nb_heures_cours_total;Nb_heures_presence;Nb_projets;Reussite;ratio_heure;encodage_dist_dom;prediction
4971;20G69988;2023/2024;3;ING;GMP;20;2003;F;<5km;4,77;8,31;5,58;6,01;6,9;5,83;6,37;8;24;12;435;337;4;0;0,77;2;0
4972;20G15741;2023/2024;3;ING;GMP;20;2003;M;5-15km;11,09;12,01;10,31;11,19;11,65;10,84;11,24;20;60;0;435;356;4;1;0,82;0;1
4973;20G50642;2023/2024;4;ING;GCI;22;2001;F;>15km;17,75;18,32;16,2;17,45;18,09;16,95;17,52;20;60;0;440;357;4;1;0,81;2;1
4974;20G72049;2023/2024;3;ING;GPR;21;2002;M;>15km;9,52;11,07;8,26;9,04;10,45;8,73;9,59;19;57;1;425;344;4;1;0,81;2;1
4975;20G35048;2023/2024;4;ING;GQHSE;21;2002;F;<5km;11,9;11,53;11,07;12,24;11,68;11,77;11,73;18;54;2;420;321;3;1;0,76;2;1
4976;20G95948;2023/2024;4;ING;GPR;21;2002;F;<5km;9,97;14,13;11,54;12,24;12,46;11,96;12,21;20;60;0;425;331;4;1;0,78;2;1
4977;20G58237;2023/2024;4;ING;GIT;21;2002;F;>15km;9,98;14,74;12,99;9,89;12,83;11,13;11,98;18;54;2;430;383;5;1;0,89;2;1
4978;20G67637;2023/2024;4;ING;GCI;21;2002;F;<5km;9,57;13,58;9,71;12,27;11,97;11,24;11,61;20;60;0;440;393;4;1;0,89;2;1
4979;20G75038;2023/2024;3;ING;GQHSE;22;2001;F;5-15km;16,32;16,36;15,31;14,21;16,35;14,65;15,5;20;60;0;420;315;3;1;0,75;0;1
4980;20G78062;2023/2024;4;ING;GAM;21;2002;M;>15km;17,87;15,9;17,8;14,58;16,69;15,87;16,28;20;60;0;430;351;4;1;0,82;2;1
4981;20G65640;2023/2024;4;ING;GQHSE;20;2003;F;>15km;3,86;6,79;3,05;7,44;5,62;5,69;5,65;12;36;8;420;259;3;0;0,62;2;0
4982;20G33652;2023/2024;4;ING;GCI;22;2001;F;5-15km;14,66;12,23;14,59;12,94;13,2;13,6;13,4;20;60;0;440;358;4;1;0,81;0;1
4983;20G23447;2023/2024;3;ING;GMP;20;2003;F;>15km;8,95;8,01;7,43;9,2;8,38;8,49;8,44;10;30;10;435;219;4;0;0,5;2;0
4984;20G48750;2023/2024;4;ING;GIT;21;2002;F;>15km;15,71;15,5;15,37;15,85;15,58;15,66;15,62;20;60;0;430;345;5;1;0,8;2;1
4985;20G65851;2023/2024;3;ING;GPR;20;2003;F;5-15km;10,17;13,6;12,16;13,5;12,23;12,97;12,6;20;60;0;425;352;4;1;0,83;0;1
4986;20G68606;2023/2024;3;ING;GM;20;2003;F;>15km;13,81;17,01;14,54;16,8;15,73;15,89;15,81;20;60;0;440;362;4;1;0,82;2;1
4987;20G67008;2023/2024;3;ING;GAM;21;2002;M;<5km;17,78;18,04;14,2;15,7;17,93;15,1;16,52;20;60;0;430;413;4;1;0,96;2;1
4988;20G97973;2023/2024;4;ING;GESI;22;2001;F;5-15km;15,2;13,46;15,26;16,13;14,16;15,78;14,97;20;60;0;425;383;5;1;0,9;0;1
4989;20G77251;2023/2024;4;ING;GCI;22;2001;M;<5km;2,45;6,52;5,36;2,18;4,89;3,45;4,17;14;42;6;440;246;4;0;0,56;2;0
4990;20G28714;2023/2024;3;ING;GIT;22;2001;F;<5km;16,57;18,92;17,82;19,22;17,98;18,66;18,32;20;60;0;430;334;5;1;0,78;2;1
4991;20G26545;2023/2024;4;ING;Météorologie;20;2003;M;>15km;8,58;13,84;10,54;9,48;11,73;9,91;10,82;19;57;1;415;341;3;1;0,82;2;1
4992;20G58015;2023/2024;3;ING;Météorologie;21;2002;F;>15km;13,86;14,49;13,26;10,92;14,24;11,86;13,05;20;60;0;415;398;3;1;0,96;2;1
4993;20G14244;2023/2024;3;ING;GM;22;2001;M;>15km;11,87;10,03;9,13;9,77;10,77;9,52;10,14;19;57;1;440;387;4;1;0,88;2;1
4994;20G68972;2023/2024;3;ING;GM;21;2002;F;5-15km;12,29;14,49;16,29;13,54;13,61;14,64;14,12;20;60;0;440;351;4;1;0,8;0;1
4995;20G20077;2023/2024;2;ING;Tronc_commun;22;2001;M;>15km;14,61;12,67;15,38;13,17;13,44;14,06;13,75;20;60;0;420;352;3;1;0,84;2;1
4996;20G58096;2023/2024;4;ING;GPR;21;2002;F;>15km;11,39;10,19;11,13;10,09;10,67;10,51;10,59;19;57;1;425;356;4;1;0,84;2;1
4997;20G46528;2023/2024;4;ING;GPR;20;2003;M;<5km;17,55;15,63;16,89;18;16,39;17,55;16,97;20;60;0;425;327;4;1;0,77;2;1
4998;20G34385;2023/2024;4;ING;GIT;21;2002;F;>15km;12,03;14,06;14,61;12,52;13,25;13,36;13,3;20;60;0;430;334;5;1;0,78;2;1
4999;20G25435;2023/2024;4;ING;GM;21;2002;F;>15km;13,92;13,89;9,25;12,16;13,9;11;12,45;20;60;0;440;356;4;1;0,81;2;1
5000;20G74382;2023/2024;4;ING;GCI;23;2000;M;<5km;6,52;10,55;5,08;8,29;8,94;7,01;7,97;18;54;2;440;299;4;0;0,68;2;1
5001;20G69250;2023/2024;5;ING;GQHSE;23;2000;M;>15km;15,64;18,04;15,12;16,78;17,08;16,12;16,6;20;60;0;420;401;3;1;0,95;2;1
5002;20G19720;2023/2024;5;ING;GQHSE;24;1999;F;<5km;18,19;17,25;18,7;15,71;17,63;16,91;17,27;20;60;0;420;324;3;1;0,77;2;1
5003;20G30056;2023/2024;5;ING;GPR;24;1999;M;5-15km;13,75;18,05;14,47;15,44;16,33;15,05;15,69;20;60;0;425;385;4;1;0,91;0;1
5004;20G39552;2023/2024;5;ING;GE;24;1999;F;<5km;15,52;15,21;17,01;15,74;15,33;16,25;15,79;20;60;0;435;343;4;1;0,79;2;1
5005;20G42847;2023/2024;5;ING;GE;23;2000;F;<5km;12,51;17,91;15,22;17,98;15,75;16,88;16,31;20;60;0;435;360;4;1;0,83;2;1
5006;20G96341;2023/2024;5;ING;GESI;25;1998;F;>15km;15,5;15,94;14,93;17,74;15,76;16,62;16,19;20;60;0;425;326;5;1;0,77;2;1
5007;20G85598;2023/2024;5;ING;GMP;24;1999;F;>15km;12,73;13,78;14,28;12,91;13,36;13,46;13,41;20;60;0;435;402;4;1;0,92;2;1
5008;20G55268;2023/2024;5;ING;GPR;24;1999;F;>15km;16,23;14,48;16,57;15,54;15,18;15,95;15,56;20;60;0;425;413;4;1;0,97;2;1
5009;20G26059;2023/2024;5;ING;GQHSE;24;1999;M;<5km;11,07;12,3;8,22;11,11;11,81;9,96;10,88;19;57;1;420;392;3;1;0,93;2;1
5010;20G50988;2023/2024;4;ING;GPR;23;2000;F;>15km;11,81;15,96;11,79;16,58;14,3;14,66;14,48;20;60;0;425;322;4;1;0,76;2;1
5011;20G71186;2023/2024;5;ING;GAM;24;1999;F;<5km;9,47;12,27;12,98;9,69;11,15;11,01;11,08;19;57;1;430;336;4;1;0,78;2;1
5012;20G38199;2023/2024;5;ING;Météorologie;25;1998;M;<5km;7,19;5,98;4,11;6,54;6,47;5,57;6,02;19;57;1;415;209;3;0;0,5;2;0
5013;20G46877;2023/2024;4;ING;GESI;24;1999;F;5-15km;11,87;15,23;14,83;15,01;13,89;14,94;14,41;20;60;0;425;361;5;1;0,85;0;1
5014;20G16705;2023/2024;5;ING;GE;25;1998;M;5-15km;11,66;15,77;14,02;16,55;14,13;15,53;14,83;20;60;0;435;346;4;1;0,8;0;1
5015;20G47827;2023/2024;5;ING;GM;23;2000;F;>15km;16,5;15,41;16,41;18,7;15,84;17,79;16,82;20;60;0;440;422;4;1;0,96;2;1
5016;20G46663;2023/2024;5;ING;GESI;25;1998;M;<5km;13;18,12;16,05;15,31;16,07;15,6;15,84;20;60;0;425;337;5;1;0,79;2;1
5017;20G89463;2023/2024;5;ING;GPR;25;1998;F;>15km;8,25;12,7;9,16;9,05;10,92;9,1;10,01;18;54;2;425;357;4;1;0,84;2;1
5018;20G83783;2023/2024;5;ING;GQHSE;24;1999;M;5-15km;11,71;12,08;11,81;15,26;11,93;13,88;12,9;20;60;0;420;322;3;1;0,77;0;1
5019;20G53416;2023/2024;5;ING;GCI;25;1998;F;>15km;12,17;13,42;13,41;12,94;12,92;13,13;13,02;20;60;0;440;347;4;1;0,79;2;1
5020;20G50327;2023/2024;5;ING;GIT;25;1998;F;5-15km;11,44;14,54;10,17;15,09;13,3;13,12;13,21;20;60;0;430;403;5;1;0,94;0;1
5021;20G92447;2023/2024;5;ING;GESI;25;1998;F;<5km;14,67;18,24;14,04;14,75;16,82;14,47;15,64;20;60;0;425;323;5;1;0,76;2;1
5022;20G99224;2023/2024;5;ING;GIT;23;2000;M;<5km;16,05;19,63;15,88;19,59;18,2;18,1;18,15;20;60;0;430;411;5;1;0,96;2;1
5023;20G12482;2023/2024;5;ING;Météorologie;24;1999;F;<5km;16,87;19,38;19,14;16,89;18,38;17,79;18,08;20;60;0;415;351;3;1;0,85;2;1
5024;20G54869;2023/2024;5;ING;Météorologie;25;1998;F;>15km;14,26;17,52;13,12;16,37;16,22;15,07;15,64;20;60;0;415;322;3;1;0,78;2;1
5025;20G73462;2023/2024;5;ING;GMP;23;2000;F;>15km;3,28;7,76;2,89;7,58;5,97;5,71;5,84;19;57;1;435;312;4;0;0,72;2;1
5026;20G45601;2023/2024;5;ING;GCI;23;2000;M;<5km;12,16;13,13;13,32;12,04;12,74;12,55;12,64;20;60;0;440;383;4;1;0,87;2;1
5027;20G16653;2023/2024;5;ING;GE;25;1998;M;>15km;15,4;18,13;19,43;19,39;17,04;19,41;18,22;20;60;0;435;411;4;1;0,94;2;1
5028;20G17754;2023/2024;5;ING;GESI;23;2000;M;>15km;15,12;19,03;18,28;17,05;17,46;17,54;17,5;20;60;0;425;353;5;1;0,83;2;1
5029;20G14888;2023/2024;5;ING;GM;23;2000;M;<5km;11,98;12,38;13,41;14,13;12,22;13,84;13,03;20;60;0;440;376;4;1;0,85;2;1
5030;20G76088;2023/2024;5;ING;GAM;24;1999;M;<5km;11,8;9,64;8,55;11,88;10,5;10,55;10,53;18;54;2;430;361;4;1;0,84;2;1
5031;20G53343;2023/2024;5;ING;GQHSE;23;2000;F;>15km;2,49;5,98;4,04;3,53;4,58;3,74;4,16;19;57;1;420;200;3;0;0,48;2;0
5032;20G42512;2023/2024;5;ING;GAM;23;2000;F;<5km;16,49;16,29;16,12;15,66;16,37;15,84;16,11;20;60;0;430;393;4;1;0,91;2;1
5033;20G68554;2023/2024;5;ING;Météorologie;24;1999;F;>15km;18,04;19,56;16,33;19,54;18,95;18,25;18,6;20;60;0;415;370;3;1;0,89;2;1
5034;20G40972;2023/2024;5;ING;GCI;23;2000;F;5-15km;14,16;18,25;18,2;15,83;16,61;16,78;16,7;20;60;0;440;396;4;1;0,9;0;1
5035;20G99173;2023/2024;5;ING;GCI;25;1998;F;>15km;15,04;16,63;16,45;17,2;15,99;16,9;16,44;20;60;0;440;333;4;1;0,76;2;1
5036;20G57419;2023/2024;5;ING;GESI;23;2000;M;<5km;8,48;10,1;9,18;12,5;9,45;11,17;10,31;18;54;2;425;374;5;1;0,88;2;1
5037;20G36922;2023/2024;2;SCI ING;Tronc_commun;22;2001;F;<5km;13,46;16,54;14,73;18,36;15,31;16,91;16,11;20;60;0;420;383;3;1;0,91;2;1
5038;20G76895;2023/2024;4;SCI ING;MEMA;21;2002;M;5-15km;14,19;18,56;16,65;19,08;16,81;18,11;17,46;20;60;0;415;359;4;1;0,87;0;1
5039;20G27294;2023/2024;4;SCI ING;MEMA;22;2001;F;5-15km;11,58;15,66;12,69;12,42;14,03;12,53;13,28;20;60;0;415;317;4;1;0,76;0;1
5040;20G83912;2023/2024;4;SCI ING;EEAT;20;2003;F;>15km;16,39;19,43;19,46;19,75;18,21;19,63;18,92;20;60;0;420;400;4;1;0,95;2;1
5041;20G50392;2023/2024;3;SCI ING;Energie;22;2001;M;5-15km;15,6;15,89;17,36;17,52;15,78;17,46;16,62;20;60;0;430;332;4;1;0,77;0;1
5042;20G43352;2023/2024;4;SCI ING;CIBI;20;2003;M;>15km;15,23;17,74;15,47;16,29;16,74;15,96;16,35;20;60;0;420;357;4;1;0,85;2;1
5043;20G19572;2023/2024;3;SCI ING;EEAT;20;2003;F;5-15km;15,47;12,39;12,93;14,98;13,63;14,16;13,89;20;60;0;420;356;4;1;0,85;0;1
5044;20G18357;2023/2024;4;SCI ING;GEE;22;2001;M;<5km;10,7;11,43;10,99;14,62;11,14;13,17;12,15;20;60;0;425;368;3;1;0,87;2;1
5045;20G71875;2023/2024;4;SCI ING;SDIA;20;2003;F;5-15km;10,84;10,45;13,44;11,96;10,61;12,55;11,58;18;54;2;410;399;5;1;0,97;0;1
5046;20G33590;2023/2024;3;SCI ING;GEE;20;2003;F;5-15km;13,96;12,06;10,16;10,94;12,82;10,63;11,72;19;57;1;425;378;3;1;0,89;0;1
5047;20G60132;2023/2024;4;SCI ING;EEAT;21;2002;F;5-15km;11,71;14,59;10,73;12,04;13,44;11,51;12,48;20;60;0;420;396;4;1;0,94;0;1
5048;20G20518;2023/2024;3;SCI ING;EEAT;22;2001;M;>15km;15,08;13,81;12,93;12,78;14,32;12,84;13,58;20;60;0;420;403;4;1;0,96;2;1
5049;20G55582;2023/2024;4;SCI ING;MEMA;20;2003;M;>15km;19,1;17,12;18,27;17,18;17,91;17,61;17,76;20;60;0;415;354;4;1;0,85;2;1
5050;20G61518;2023/2024;3;SCI ING;Energie;22;2001;M;>15km;14,53;15,74;15,21;18,58;15,26;17,23;16,24;20;60;0;430;359;4;1;0,83;2;1
5051;20G39188;2023/2024;4;SCI ING;SDIA;20;2003;M;5-15km;14,86;12,78;11,1;13,98;13,61;12,83;13,22;20;60;0;410;383;5;1;0,93;0;1
5052;20G70686;2023/2024;3;SCI ING;GEE;22;2001;F;>15km;10,82;8,74;10,4;9,84;9,57;10,06;9,82;18;54;2;425;348;3;1;0,82;2;1
5053;20G59712;2023/2024;3;SCI ING;GEE;20;2003;M;5-15km;15,37;15,29;15,42;15,04;15,32;15,19;15,26;20;60;0;425;319;3;1;0,75;0;1
5054;20G55371;2023/2024;4;SCI ING;CIBI;20;2003;F;<5km;13,65;13,34;14,03;10,9;13,47;12,16;12,81;20;60;0;420;343;4;1;0,82;2;1
5055;20G24790;2023/2024;3;SCI ING;Energie;20;2003;F;>15km;11,53;12,16;12,12;14,11;11,91;13,31;12,61;20;60;0;430;353;4;1;0,82;2;1
5056;20G12050;2023/2024;3;SCI ING;CIBI;20;2003;M;<5km;11,29;10,93;10,58;10,91;11,07;10,78;10,93;20;60;0;420;401;4;1;0,95;2;1
5057;20G23224;2023/2024;4;SCI ING;EEAT;22;2001;M;5-15km;16,09;15,02;12,93;14,25;15,45;13,72;14,58;20;60;0;420;365;4;1;0,87;0;1
5058;20G88352;2023/2024;3;SCI ING;GEE;22;2001;M;<5km;14,68;13,36;14,53;16,13;13,89;15,49;14,69;20;60;0;425;384;3;1;0,9;2;1
5059;20G15798;2023/2024;4;SCI ING;CIBI;21;2002;F;<5km;15,81;13,88;11,39;15,96;14,65;14,13;14,39;20;60;0;420;335;4;1;0,8;2;1
5060;20G80747;2023/2024;2;SCI ING;Tronc_commun;20;2003;M;<5km;13,6;13,79;13,51;15,59;13,71;14,76;14,24;20;60;0;420;325;3;1;0,77;2;1
5061;20G76046;2023/2024;4;SCI ING;EEAT;21;2002;M;>15km;12,4;13,43;12,67;13,79;13,02;13,34;13,18;20;60;0;420;355;4;1;0,85;2;1
5062;20G85511;2023/2024;4;SCI ING;EEAT;21;2002;F;<5km;8,27;8,94;9,43;7,4;8,67;8,21;8,44;8;24;12;420;300;4;0;0,71;2;0
5063;20G49552;2023/2024;3;SCI ING;EEAT;20;2003;M;5-15km;11,07;12,03;11,26;15,89;11,65;14,04;12,84;20;60;0;420;410;4;1;0,98;0;1
5064;20G49387;2023/2024;4;SCI ING;GEE;21;2002;M;>15km;11,32;11,95;13,97;11,9;11,7;12,73;12,21;20;60;0;425;409;3;1;0,96;2;1
5065;20G87550;2023/2024;3;SCI ING;GEE;22;2001;M;>15km;16,82;16,11;15,79;16,44;16,4;16,18;16,29;20;60;0;425;399;3;1;0,94;2;1
5066;20G98965;2023/2024;4;SCI ING;SDIA;21;2002;F;<5km;16,64;17,85;18,3;19,34;17,36;18,92;18,14;20;60;0;410;370;5;1;0,9;2;1
5067;20G55143;2023/2024;4;SCI ING;MEMA;22;2001;F;>15km;8,42;12,35;8,34;9,13;10,78;8,82;9,8;19;57;1;415;333;4;1;0,8;2;1
5068;20G51777;2023/2024;1;SCI ING;Tronc_commun;22;2001;F;5-15km;14,69;14,25;12,84;16,62;14,42;15,11;14,77;20;60;0;420;405;3;1;0,96;0;1
5069;20G29558;2023/2024;3;SCI ING;GEE;21;2002;F;<5km;8,59;11,63;11,56;12,38;10,42;12,05;11,23;20;60;0;425;389;3;1;0,92;2;1
5070;20G80507;2023/2024;4;SCI ING;MEMA;21;2002;M;<5km;15,19;15,63;17,18;19,13;15,45;18,35;16,9;20;60;0;415;366;4;1;0,88;2;1
5071;20G49418;2023/2024;3;SCI ING;Energie;22;2001;M;5-15km;18,68;18,71;15,01;16,17;18,7;15,7;17,2;20;60;0;430;400;4;1;0,93;0;1
5072;20G17552;2023/2024;4;SCI ING;GEE;22;2001;F;5-15km;8,73;14,14;13,04;10,68;11,98;11,62;11,8;18;54;2;425;395;3;1;0,93;0;1
5073;20G83044;2023/2024;4;SCI ING;EEAT;22;2001;M;5-15km;9,25;11,5;11,35;8,44;10,6;9,6;10,1;19;57;1;420;346;4;1;0,82;0;1
5074;20G41831;2023/2024;4;SCI ING;EEAT;21;2002;M;5-15km;13,71;13,07;10,74;10,09;13,33;10,35;11,84;18;54;2;420;372;4;1;0,89;0;1
5075;20G94765;2023/2024;4;SCI ING;EEAT;20;2003;F;5-15km;16,22;14,58;17,04;15,33;15,23;16,01;15,62;20;60;0;420;343;4;1;0,82;0;1
5076;20G22119;2023/2024;4;SCI ING;CIBI;22;2001;M;<5km;12,39;15,47;13,46;13,67;14,24;13,59;13,91;20;60;0;420;330;4;1;0,79;2;1
5077;20G45187;2023/2024;3;SCI ING;MEMA;21;2002;M;<5km;3,89;6,25;5,39;3,24;5,31;4,1;4,7;19;57;1;415;182;4;0;0,44;2;0
5078;20G34662;2023/2024;3;SCI ING;SDIA;22;2001;M;5-15km;14,67;13,8;11,68;12,69;14,15;12,29;13,22;20;60;0;410;319;5;1;0,78;0;1
5079;20G37379;2023/2024;4;SCI ING;CIBI;21;2002;F;<5km;14,74;16,63;13,29;12,62;15,87;12,89;14,38;20;60;0;420;380;4;1;0,9;2;1
5080;20G37762;2023/2024;4;SCI ING;Energie;20;2003;M;>15km;13,41;18,31;17,2;16,42;16,35;16,73;16,54;20;60;0;430;377;4;1;0,88;2;1
5081;20G72773;2023/2024;4;SCI ING;EEAT;20;2003;M;5-15km;8,27;5,31;4,94;6,18;6,49;5,69;6,09;14;42;6;420;294;4;0;0,7;0;0
5082;20G41369;2023/2024;4;SCI ING;Energie;22;2001;F;5-15km;5,87;8,23;4,64;8,09;7,29;6,71;7;16;48;4;430;248;4;0;0,58;0;0
5083;20G59894;2023/2024;4;SCI ING;SDIA;21;2002;F;5-15km;11,68;15,84;13,88;11,12;14,18;12,22;13,2;20;60;0;410;397;5;1;0,97;0;1
5084;20G44283;2023/2024;4;SCI ING;GEE;21;2002;F;5-15km;5,47;6,03;6,42;9,32;5,81;8,16;6,98;14;42;6;425;274;3;0;0,64;0;0
5085;20G22924;2023/2024;2;SCI ING;Tronc_commun;22;2001;F;5-15km;4,3;3,9;1,93;5,73;4,06;4,21;4,13;19;57;1;420;226;3;0;0,54;0;0
5086;20G36624;2023/2024;4;SCI ING;SDIA;21;2002;F;5-15km;16,08;13,06;11,35;12,73;14,27;12,18;13,22;20;60;0;410;351;5;1;0,86;0;1
5087;20G15992;2023/2024;4;SCI ING;MEMA;22;2001;M;>15km;15,56;16,13;14,43;15,21;15,9;14,89;15,4;20;60;0;415;347;4;1;0,84;2;1
5088;20G29126;2023/2024;3;SCI ING;MEMA;20;2003;F;>15km;12,73;16,75;14,77;14,24;15,14;14,45;14,8;20;60;0;415;359;4;1;0,87;2;1
5089;20G86550;2023/2024;4;SCI ING;SDIA;22;2001;F;5-15km;14,8;16,56;16,94;18,45;15,86;17,85;16,85;20;60;0;410;327;5;1;0,8;0;1
5090;20G29976;2023/2024;3;SCI ING;CIBI;20;2003;F;<5km;17,66;19,44;16,1;19,22;18,73;17,97;18,35;20;60;0;420;351;4;1;0,84;2;1
5091;20G59786;2023/2024;3;SCI ING;MEMA;22;2001;M;5-15km;13,58;10,48;13,74;12,31;11,72;12,88;12,3;20;60;0;415;405;4;1;0,98;0;1
5092;20G82173;2023/2024;4;SCI ING;Energie;22;2001;F;5-15km;15,1;12,35;13,8;16;13,45;15,12;14,29;20;60;0;430;399;4;1;0,93;0;1
5093;20G74044;2023/2024;4;SCI ING;SDIA;22;2001;F;5-15km;10,36;11,36;8,78;11,48;10,96;10,4;10,68;18;54;2;410;383;5;1;0,93;0;1
5094;20G32050;2023/2024;2;SCI ING;Tronc_commun;22;2001;F;<5km;11,56;15,21;9,56;13,36;13,75;11,84;12,79;20;60;0;420;386;3;1;0,92;2;1
5095;20G28344;2023/2024;3;SCI ING;MEMA;22;2001;F;<5km;16,67;17,72;13,38;16,76;17,3;15,41;16,35;20;60;0;415;385;4;1;0,93;2;1
5096;20G81058;2023/2024;3;SCI ING;MEMA;22;2001;M;>15km;8,06;12,83;11,39;10,81;10,92;11,04;10,98;20;60;0;415;401;4;1;0,97;2;1
5097;20G14433;2023/2024;4;SCI ING;Energie;20;2003;M;<5km;17,97;18,78;15,54;17,91;18,46;16,96;17,71;20;60;0;430;388;4;1;0,9;2;1
5098;20G64053;2023/2024;3;SCI ING;Energie;20;2003;M;<5km;17,43;15,26;14,66;15,82;16,13;15,36;15,74;20;60;0;430;403;4;1;0,94;2;1
5099;20G29795;2023/2024;3;SCI ING;SDIA;20;2003;M;>15km;15,96;17,39;17,62;16,05;16,82;16,68;16,75;20;60;0;410;312;5;1;0,76;2;1
5100;20G69770;2023/2024;4;SCI ING;Energie;21;2002;M;>15km;15,43;15,81;12,69;12,18;15,66;12,39;14,02;20;60;0;430;385;4;1;0,9;2;1
5101;20G93588;2023/2024;3;SCI ING;MEMA;22;2001;F;>15km;17;16,8;14,29;19,23;16,88;17,25;17,07;20;60;0;415;337;4;1;0,81;2;1
5102;20G73944;2023/2024;3;SCI ING;EEAT;20;2003;M;>15km;12,87;14,7;12,1;12,92;13,97;12,59;13,28;20;60;0;420;345;4;1;0,82;2;1
5103;20G63914;2023/2024;4;SCI ING;MEMA;20;2003;M;>15km;8,8;11,09;8,63;12,58;10,17;11;10,59;18;54;2;415;329;4;1;0,79;2;1
5104;20G46010;2023/2024;2;SCI ING;Tronc_commun;22;2001;F;<5km;6,15;7,7;5,05;9,32;7,08;7,61;7,35;11;33;9;420;242;3;0;0,58;2;0
5105;20G75826;2023/2024;4;SCI ING;CIBI;22;2001;F;<5km;15,78;14,19;15,71;16,35;14,82;16,1;15,46;20;60;0;420;401;4;1;0,95;2;1
5106;20G24026;2023/2024;4;SCI ING;SDIA;20;2003;M;<5km;14,8;15,45;15,52;19,93;15,19;18,17;16,68;20;60;0;410;309;5;1;0,75;2;1
5107;20G35156;2023/2024;4;SCI ING;GEE;22;2001;F;5-15km;15,43;16,62;13,47;14,52;16,14;14,1;15,12;20;60;0;425;360;3;1;0,85;0;1
5108;20G45038;2023/2024;4;SCI ING;GEE;21;2002;M;5-15km;1,01;2,1;4;3,95;1,66;3,97;2,82;12;36;8;425;219;3;0;0,52;0;0
5109;20G63218;2023/2024;4;SCI ING;EEAT;21;2002;M;>15km;3,11;5,33;3,08;7,05;4,44;5,46;4,95;19;57;1;420;188;4;0;0,45;2;0
5110;20G39603;2023/2024;4;SCI ING;Energie;21;2002;M;>15km;15,04;19,75;18,75;18,59;17,86;18,66;18,26;20;60;0;430;412;4;1;0,96;2;1
5111;20G95182;2023/2024;3;SCI ING;Energie;20;2003;M;5-15km;9;10,37;9,34;10,67;9,82;10,14;9,98;20;60;0;430;379;4;1;0,88;0;1
5112;20G59710;2023/2024;3;SCI ING;EEAT;21;2002;F;<5km;9,62;9,46;10,56;13,15;9,52;12,12;10,82;20;60;0;420;365;4;1;0,87;2;1
5113;20G93459;2023/2024;4;SCI ING;CIBI;20;2003;M;<5km;12,25;15,33;10,77;16,2;14,1;14,03;14,06;20;60;0;420;355;4;1;0,85;2;1
5114;20G75517;2023/2024;4;SCI ING;GEE;21;2002;F;>15km;7,7;8,47;5,7;2,96;8,16;4,06;6,11;19;57;1;425;297;3;0;0,7;2;1
5115;20G22499;2023/2024;3;SCI ING;MEMA;22;2001;M;<5km;11,63;11,48;12,3;14,41;11,54;13,57;12,55;20;60;0;415;337;4;1;0,81;2;1
5116;20G37710;2023/2024;2;SCI ING;Tronc_commun;22;2001;F;5-15km;15,48;15,81;17,73;19,32;15,68;18,69;17,18;20;60;0;420;407;3;1;0,97;0;1
5117;20G16102;2023/2024;4;SCI ING;SDIA;20;2003;F;>15km;14,14;19,03;17,73;14,95;17,07;16,07;16,57;20;60;0;410;360;5;1;0,88;2;1
5118;20G83860;2023/2024;3;SCI ING;EEAT;22;2001;M;<5km;13,66;17,37;11,74;15,58;15,88;14,05;14,96;20;60;0;420;334;4;1;0,8;2;1
5119;20G51220;2023/2024;3;SCI ING;CIBI;20;2003;M;>15km;15,12;13,45;13,19;16,97;14,12;15,46;14,79;20;60;0;420;388;4;1;0,92;2;1
5120;20G28899;2023/2024;2;SCI ING;Tronc_commun;22;2001;F;<5km;12,69;14,71;15,45;16,68;13,9;16,19;15,05;20;60;0;420;338;3;1;0,8;2;1
5121;20G49226;2023/2024;3;SCI ING;CIBI;20;2003;M;>15km;12,77;13,41;15,04;14,42;13,16;14,67;13,91;20;60;0;420;322;4;1;0,77;2;1
5122;20G61007;2023/2024;3;SCI ING;Energie;22;2001;F;5-15km;15,33;17,82;16,16;17,49;16,82;16,96;16,89;20;60;0;430;352;4;1;0,82;0;1
5123;20G28343;2023/2024;4;SCI ING;SDIA;22;2001;M;>15km;12,11;11,11;13,18;12,72;11,51;12,91;12,21;20;60;0;410;328;5;1;0,8;2;1
5124;20G55332;2023/2024;4;SCI ING;Energie;20;2003;M;5-15km;16,73;13,41;12,55;17,22;14,74;15,35;15,04;20;60;0;430;333;4;1;0,77;0;1
5125;20G40427;2023/2024;3;SCI ING;SDIA;20;2003;F;>15km;9,5;10,65;10,46;10,85;10,19;10,69;10,44;18;54;2;410;393;5;1;0,96;2;1
5126;20G90460;2023/2024;4;SCI ING;EEAT;22;2001;F;5-15km;10,44;8,39;5,04;11,27;9,21;8,78;8,99;12;36;8;420;168;4;0;0,4;0;0
5127;20G13883;2023/2024;3;SCI ING;MEMA;22;2001;F;5-15km;4,77;10,15;10,21;7,91;7,99;8,83;8,41;9;27;11;415;206;4;0;0,5;0;0
5128;20G74304;2023/2024;4;SCI ING;MEMA;20;2003;F;>15km;11,27;10,66;12,17;11,65;10,91;11,86;11,38;18;54;2;415;342;4;1;0,82;2;1
5129;20G59207;2023/2024;4;SCI ING;MEMA;21;2002;M;>15km;13,4;12,4;14,23;16,11;12,8;15,35;14,08;20;60;0;415;337;4;1;0,81;2;1
