Type_ressource,Identifiant_ressource,Nom_matiere,Filiere,Niveau,Cursus,Annee_academique,Date,Heure_debut,Heure_fin,Type_cours,Periode_annee,Nb_personnes,Capacite,Enseignant_id,Videoprojecteur,Chevauchement,Etat_utilisation_ressource
Salle,25BS2,CAO/DAO,GM,3,ING,2021/2022,2021-10-08,07:30,11:30,TD,Semestre 1,5,60,ENS-GM-0006,NON,NON,BIEN_UTILISE
Salle,21BP1,CAO/DAO,GM,3,ING,2021/2022,2022-01-12,12:30,16:30,TD,Semestre 1,5,60,ENS-GM-0015,OUI,NON,BIEN_UTILISE
Labo,Labo-GM,CAO/DAO,GM,3,ING,2021/2022,2021-11-16,07:30,11:30,TP,Semestre 1,3,35,ENS-GM-0004,NON,NON,BIEN_UTILISE
Labo,Labo-GM,CAO/DAO,GM,3,ING,2021/2022,2021-12-03,07:30,11:30,TP,Semestre 1,3,35,ENS-GM-0015,NON,NON,BIEN_UTILISE
Salle,02BS0,Cours GMP N3S1-2,GMP,3,ING,2021/2022,2022-01-11,07:30,11:30,CM,Semestre 1,11,60,ENS-GMP-0004,OUI,NON,BIEN_UTILISE
Salle,31BS1,Cours GMP N3S1-2,GMP,3,ING,2021/2022,2021-10-13,07:30,11:30,CM,Semestre 1,11,60,ENS-GMP-0009,OUI,NON,BIEN_UTILISE
Salle,24BP2,Cours GMP N3S1-2,GMP,3,ING,2021/2022,2021-12-16,12:30,16:30,CM,Semestre 1,11,60,ENS-GMP-0008,OUI,NON,BIEN_UTILISE
Salle,26BS1,Cours GMP N3S1-2,GMP,3,ING,2021/2022,2021-10-23,12:30,16:30,TD,Semestre 1,5,60,ENS-GMP-0006,NON,NON,BIEN_UTILISE
Salle,27BP2,Cours GMP N3S1-2,GMP,3,ING,2021/2022,2021-10-23,07:30,11:30,TD,Semestre 1,5,120,ENS-GMP-0007,OUI,NON,BIEN_UTILISE
Labo,Labo-GMP,Cours GMP N3S1-2,GMP,3,ING,2021/2022,2021-10-15,12:30,16:30,TP,Semestre 1,3,35,ENS-GMP-0002,NON,NON,BIEN_UTILISE
Labo,Labo-GMP,Cours GMP N3S1-2,GMP,3,ING,2021/2022,2021-11-09,07:30,11:30,TP,Semestre 1,3,35,ENS-GMP-0002,NON,NON,BIEN_UTILISE
Salle,31BS1,Cours GMP N4S1-4,GMP,4,ING,2021/2022,2021-10-16,12:30,16:30,CM,Semestre 1,9,60,ENS-GMP-0005,OUI,NON,BIEN_UTILISE
Salle,07BP0,Cours GMP N4S1-4,GMP,4,ING,2021/2022,2021-12-06,07:30,11:30,CM,Semestre 1,9,60,ENS-GMP-0003,OUI,NON,BIEN_UTILISE
Salle,20BP1,Cours GMP N4S1-4,GMP,4,ING,2021/2022,2021-12-06,07:30,11:30,CM,Semestre 1,9,60,ENS-GMP-0005,OUI,NON,BIEN_UTILISE
Salle,05BP0,Cours GMP N4S1-4,GMP,4,ING,2021/2022,2021-10-05,12:30,16:30,TD,Semestre 1,4,60,ENS-GMP-0003,NON,NON,BIEN_UTILISE
Salle,26BP1,Cours GMP N4S1-4,GMP,4,ING,2021/2022,2021-12-15,12:30,16:30,TD,Semestre 1,4,60,ENS-GMP-0003,NON,NON,BIEN_UTILISE
Labo,Labo-GMP,Cours GMP N4S1-4,GMP,4,ING,2021/2022,2021-11-22,12:30,16:30,TP,Semestre 1,3,35,ENS-GMP-0004,NON,OUI,BIEN_UTILISE
Labo,Labo-GMP,Cours GMP N4S1-4,GMP,4,ING,2021/2022,2021-11-18,12:30,16:30,TP,Semestre 1,3,35,ENS-GMP-0010,NON,NON,BIEN_UTILISE
Salle,29BP1,Cours GESI N4S1-1,GESI,4,ING,2021/2022,2021-09-07,12:30,16:30,CM,Semestre 1,10,60,ENS-GIT-0024,OUI,NON,BIEN_UTILISE
Salle,08BS0,Cours GESI N4S1-1,GESI,4,ING,2021/2022,2021-11-16,12:30,16:30,CM,Semestre 1,10,60,ENS-GIT-0025,NON,NON,SOUS_UTILISE
Salle,07BP0,Cours GESI N4S1-1,GESI,4,ING,2021/2022,2021-09-21,07:30,11:30,CM,Semestre 1,10,60,ENS-GIT-0017,OUI,NON,BIEN_UTILISE
Salle,24BS2,Cours GESI N4S1-1,GESI,4,ING,2021/2022,2022-01-13,12:30,16:30,TD,Semestre 1,5,60,ENS-GIT-0018,OUI,NON,BIEN_UTILISE
Salle,26BS1,Cours GESI N4S1-1,GESI,4,ING,2021/2022,2022-01-04,07:30,11:30,TD,Semestre 1,5,60,ENS-GIT-0004,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Cours GESI N4S1-1,GESI,4,ING,2021/2022,2021-09-17,07:30,11:30,TP,Semestre 1,3,50,ENS-GIT-0007,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Cours GESI N4S1-1,GESI,4,ING,2021/2022,2021-10-09,07:30,11:30,TP,Semestre 1,3,50,ENS-GIT-0001,NON,NON,BIEN_UTILISE
Salle,30BS2,Thermique du Bâtiment,GE,4,ING,2021/2022,2021-10-14,12:30,16:30,CM,Semestre 1,9,60,ENS-GE-0002,OUI,NON,BIEN_UTILISE
Salle,22BS2,Thermique du Bâtiment,GE,4,ING,2021/2022,2021-10-01,07:30,11:30,CM,Semestre 1,9,60,ENS-GE-0004,OUI,NON,BIEN_UTILISE
Salle,27BS1,Thermique du Bâtiment,GE,4,ING,2021/2022,2021-11-02,07:30,11:30,CM,Semestre 1,9,60,ENS-GE-0004,OUI,NON,BIEN_UTILISE
Salle,22BS1,Thermique du Bâtiment,GE,4,ING,2021/2022,2021-11-19,07:30,11:30,TD,Semestre 1,4,60,ENS-GE-0010,OUI,NON,BIEN_UTILISE
Salle,21BS2,Thermique du Bâtiment,GE,4,ING,2021/2022,2021-09-29,07:30,11:30,TD,Semestre 1,4,120,ENS-GE-0005,NON,NON,BIEN_UTILISE
Labo,Labo-Energie,Thermique du Bâtiment,GE,4,ING,2021/2022,2021-09-17,12:30,16:30,TP,Semestre 1,3,40,ENS-GE-0001,NON,NON,BIEN_UTILISE
Labo,Labo-Energie,Thermique du Bâtiment,GE,4,ING,2021/2022,2021-09-21,07:30,11:30,TP,Semestre 1,3,40,ENS-GE-0002,NON,NON,BIEN_UTILISE
Salle,04BP0,Énergies Renouvelables,GE,5,ING,2021/2022,2021-11-01,07:30,11:30,CM,Semestre 1,32,60,ENS-GE-0002,NON,NON,BIEN_UTILISE
Salle,21BP1,Énergies Renouvelables,GE,5,ING,2021/2022,2021-11-29,07:30,11:30,CM,Semestre 1,32,60,ENS-GE-0008,OUI,NON,BIEN_UTILISE
Salle,31BS2,Énergies Renouvelables,GE,5,ING,2021/2022,2021-12-07,12:30,16:30,CM,Semestre 1,32,120,ENS-GE-0012,OUI,NON,BIEN_UTILISE
Salle,27BP1,Énergies Renouvelables,GE,5,ING,2021/2022,2022-01-07,07:30,11:30,TD,Semestre 1,16,60,ENS-GE-0004,OUI,NON,BIEN_UTILISE
Salle,23BS1,Énergies Renouvelables,GE,5,ING,2021/2022,2022-01-06,07:30,11:30,TD,Semestre 1,16,60,ENS-GE-0008,OUI,NON,BIEN_UTILISE
Labo,Labo-Energie,Énergies Renouvelables,GE,5,ING,2021/2022,2021-10-21,12:30,16:30,TP,Semestre 1,10,40,ENS-GE-0007,NON,NON,BIEN_UTILISE
Labo,Labo-Energie,Énergies Renouvelables,GE,5,ING,2021/2022,2021-09-13,07:30,11:30,TP,Semestre 1,10,40,ENS-GE-0012,NON,NON,BIEN_UTILISE
Salle,18BS1,Cours GQHSE N5S1-3,GQHSE,5,ING,2021/2022,2021-09-08,12:30,16:30,CM,Semestre 1,54,60,ENS-GQHSE-0007,OUI,NON,BIEN_UTILISE
Salle,31BP1,Cours GQHSE N5S1-3,GQHSE,5,ING,2021/2022,2021-12-15,07:30,11:30,CM,Semestre 1,54,60,ENS-GQHSE-0007,OUI,NON,BIEN_UTILISE
Salle,30BS1,Cours GQHSE N5S1-3,GQHSE,5,ING,2021/2022,2021-09-13,12:30,16:30,CM,Semestre 1,54,60,ENS-GQHSE-0008,NON,NON,BIEN_UTILISE
Salle,22BP2,Cours GQHSE N5S1-3,GQHSE,5,ING,2021/2022,2021-10-02,07:30,11:30,TD,Semestre 1,27,60,ENS-GQHSE-0002,OUI,NON,BIEN_UTILISE
Salle,32BP1,Cours GQHSE N5S1-3,GQHSE,5,ING,2021/2022,2022-01-04,07:30,11:30,TD,Semestre 1,27,60,ENS-GQHSE-0003,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie2,Cours GQHSE N5S1-3,GQHSE,5,ING,2021/2022,2022-01-04,07:30,11:30,TP,Semestre 1,18,30,ENS-GQHSE-0006,NON,NON,BIEN_UTILISE
Labo,Labo-Physique1,Cours GQHSE N5S1-3,GQHSE,5,ING,2021/2022,2021-12-01,07:30,11:30,TP,Semestre 1,18,40,ENS-GQHSE-0006,NON,NON,BIEN_UTILISE
Salle,31BP1,Bases de données,GIT,3,ING,2021/2022,2021-10-23,07:30,11:30,CM,Semestre 1,13,60,ENS-GIT-0014,OUI,NON,BIEN_UTILISE
Salle,23BP1,Bases de données,GIT,3,ING,2021/2022,2021-09-13,12:30,16:30,CM,Semestre 1,13,60,ENS-GIT-0006,NON,OUI,SOUS_UTILISE
Salle,32BP2,Bases de données,GIT,3,ING,2021/2022,2021-09-06,07:30,11:30,CM,Semestre 1,13,60,ENS-GIT-0011,NON,NON,SOUS_UTILISE
Salle,20BS1,Bases de données,GIT,3,ING,2021/2022,2021-09-23,07:30,11:30,TD,Semestre 1,6,60,ENS-GIT-0021,NON,OUI,SOUS_UTILISE
Salle,27BP1,Bases de données,GIT,3,ING,2021/2022,2021-11-09,07:30,11:30,TD,Semestre 1,6,60,ENS-GIT-0011,OUI,NON,BIEN_UTILISE
Labo,Labo-INFO,Bases de données,GIT,3,ING,2021/2022,2021-10-06,12:30,16:30,TP,Semestre 1,4,50,ENS-GIT-0017,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Bases de données,GIT,3,ING,2021/2022,2021-09-04,07:30,11:30,TP,Semestre 1,4,50,ENS-GIT-0008,NON,NON,BIEN_UTILISE
Salle,26BS1,Sécurité des Procédés,GPR,4,ING,2021/2022,2021-10-21,07:30,11:30,CM,Semestre 1,7,60,ENS-GPR-0010,NON,NON,SOUS_UTILISE
Salle,23BS1,Sécurité des Procédés,GPR,4,ING,2021/2022,2022-01-14,12:30,16:30,CM,Semestre 1,7,60,ENS-GPR-0002,OUI,NON,BIEN_UTILISE
Salle,34BS1,Sécurité des Procédés,GPR,4,ING,2021/2022,2021-11-11,12:30,16:30,CM,Semestre 1,7,60,ENS-GPR-0012,OUI,NON,BIEN_UTILISE
Salle,29BP1,Sécurité des Procédés,GPR,4,ING,2021/2022,2021-10-26,12:30,16:30,TD,Semestre 1,3,60,ENS-GPR-0011,OUI,NON,BIEN_UTILISE
Salle,22BS2,Sécurité des Procédés,GPR,4,ING,2021/2022,2021-10-30,12:30,16:30,TD,Semestre 1,3,60,ENS-GPR-0001,OUI,OUI,SOUS_UTILISE
Labo,Labo-GPR-Chimie2,Sécurité des Procédés,GPR,4,ING,2021/2022,2021-11-23,07:30,11:30,TP,Semestre 1,2,30,ENS-GPR-0009,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie2,Sécurité des Procédés,GPR,4,ING,2021/2022,2021-12-04,12:30,16:30,TP,Semestre 1,2,30,ENS-GPR-0012,NON,NON,BIEN_UTILISE
Salle,28BP2,Algorithmique Avancée,GIT,3,ING,2021/2022,2021-11-24,12:30,16:30,CM,Semestre 1,13,60,ENS-GIT-0004,OUI,OUI,SOUS_UTILISE
Salle,32BS2,Algorithmique Avancée,GIT,3,ING,2021/2022,2021-09-28,12:30,16:30,CM,Semestre 1,13,60,ENS-GIT-0025,OUI,NON,BIEN_UTILISE
Salle,19BP1,Algorithmique Avancée,GIT,3,ING,2021/2022,2021-09-07,07:30,11:30,CM,Semestre 1,13,60,ENS-GIT-0024,OUI,NON,BIEN_UTILISE
Salle,18BP1,Algorithmique Avancée,GIT,3,ING,2021/2022,2021-09-28,07:30,11:30,TD,Semestre 1,6,60,ENS-GIT-0003,NON,NON,BIEN_UTILISE
Salle,33BP1,Algorithmique Avancée,GIT,3,ING,2021/2022,2021-10-21,12:30,16:30,TD,Semestre 1,6,60,ENS-GIT-0005,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Algorithmique Avancée,GIT,3,ING,2021/2022,2021-10-09,12:30,16:30,TP,Semestre 1,4,50,ENS-GIT-0020,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Algorithmique Avancée,GIT,3,ING,2021/2022,2021-11-25,07:30,11:30,TP,Semestre 1,4,50,ENS-GIT-0002,NON,NON,BIEN_UTILISE
Salle,26BP2,Cours GMP N5S1-3,GMP,5,ING,2021/2022,2021-11-05,12:30,16:30,CM,Semestre 1,69,120,ENS-GMP-0002,OUI,NON,BIEN_UTILISE
Salle,26BP2,Cours GMP N5S1-3,GMP,5,ING,2021/2022,2021-12-09,07:30,11:30,CM,Semestre 1,69,120,ENS-GMP-0004,OUI,NON,BIEN_UTILISE
Salle,26BP2,Cours GMP N5S1-3,GMP,5,ING,2021/2022,2022-01-14,12:30,16:30,CM,Semestre 1,69,120,ENS-GMP-0005,OUI,NON,BIEN_UTILISE
Salle,25BS1,Cours GMP N5S1-3,GMP,5,ING,2021/2022,2021-11-24,12:30,16:30,TD,Semestre 1,34,60,ENS-GMP-0008,OUI,NON,BIEN_UTILISE
Salle,24BS1,Cours GMP N5S1-3,GMP,5,ING,2021/2022,2021-11-04,07:30,11:30,TD,Semestre 1,34,60,ENS-GMP-0005,OUI,NON,BIEN_UTILISE
Labo,Labo-GMP,Cours GMP N5S1-3,GMP,5,ING,2021/2022,2022-01-05,12:30,16:30,TP,Semestre 1,23,35,ENS-GMP-0007,NON,NON,BIEN_UTILISE
Labo,Labo-GMP,Cours GMP N5S1-3,GMP,5,ING,2021/2022,2021-11-29,07:30,11:30,TP,Semestre 1,23,35,ENS-GMP-0003,NON,NON,BIEN_UTILISE
Salle,26BP2,Cours GMP N5S1-1,GMP,5,ING,2021/2022,2021-12-09,07:30,11:30,CM,Semestre 1,80,120,ENS-GMP-0003,OUI,NON,BIEN_UTILISE
Salle,33BP2,Cours GMP N5S1-1,GMP,5,ING,2021/2022,2021-11-26,07:30,11:30,CM,Semestre 1,80,120,ENS-GMP-0008,OUI,NON,BIEN_UTILISE
Salle,26BP2,Cours GMP N5S1-1,GMP,5,ING,2021/2022,2021-10-19,07:30,11:30,CM,Semestre 1,80,120,ENS-GMP-0002,OUI,NON,BIEN_UTILISE
Salle,23BS1,Cours GMP N5S1-1,GMP,5,ING,2021/2022,2021-09-29,07:30,11:30,TD,Semestre 1,40,60,ENS-GMP-0001,OUI,NON,BIEN_UTILISE
Salle,19BS1,Cours GMP N5S1-1,GMP,5,ING,2021/2022,2021-11-09,12:30,16:30,TD,Semestre 1,40,60,ENS-GMP-0001,NON,NON,BIEN_UTILISE
Labo,Labo-GMP,Cours GMP N5S1-1,GMP,5,ING,2021/2022,2021-11-25,07:30,11:30,TP,Semestre 1,26,35,ENS-GMP-0008,NON,NON,BIEN_UTILISE
Labo,Labo-GMP,Cours GMP N5S1-1,GMP,5,ING,2021/2022,2022-01-05,12:30,16:30,TP,Semestre 1,26,35,ENS-GMP-0005,NON,NON,BIEN_UTILISE
Salle,22BP1,Cours GQHSE N3S1-2,GQHSE,3,ING,2021/2022,2021-12-06,12:30,16:30,CM,Semestre 1,8,60,ENS-GQHSE-0002,NON,NON,SOUS_UTILISE
Salle,31BP2,Cours GQHSE N3S1-2,GQHSE,3,ING,2021/2022,2021-11-26,07:30,11:30,CM,Semestre 1,8,120,ENS-GQHSE-0001,OUI,NON,BIEN_UTILISE
Salle,01BS0,Cours GQHSE N3S1-2,GQHSE,3,ING,2021/2022,2021-11-15,07:30,11:30,CM,Semestre 1,8,60,ENS-GQHSE-0003,OUI,NON,BIEN_UTILISE
Salle,26BS2,Cours GQHSE N3S1-2,GQHSE,3,ING,2021/2022,2021-09-21,07:30,11:30,TD,Semestre 1,4,120,ENS-GQHSE-0007,NON,NON,BIEN_UTILISE
Salle,31BP1,Cours GQHSE N3S1-2,GQHSE,3,ING,2021/2022,2021-09-13,07:30,11:30,TD,Semestre 1,4,60,ENS-GQHSE-0007,OUI,NON,BIEN_UTILISE
Labo,Labo-INFO,Cours GQHSE N3S1-2,GQHSE,3,ING,2021/2022,2021-12-06,12:30,16:30,TP,Semestre 1,2,50,ENS-GQHSE-0008,NON,NON,BIEN_UTILISE
Labo,Labo-GM,Cours GQHSE N3S1-2,GQHSE,3,ING,2021/2022,2021-09-04,12:30,16:30,TP,Semestre 1,2,35,ENS-GQHSE-0008,NON,NON,BIEN_UTILISE
Salle,24BP1,Catalyse,GPR,3,ING,2021/2022,2022-01-10,07:30,11:30,CM,Semestre 1,13,60,ENS-GPR-0006,NON,NON,SOUS_UTILISE
Salle,26BS1,Catalyse,GPR,3,ING,2021/2022,2022-01-10,12:30,16:30,CM,Semestre 1,13,60,ENS-GPR-0004,NON,NON,SOUS_UTILISE
Salle,28BS2,Catalyse,GPR,3,ING,2021/2022,2021-10-16,12:30,16:30,CM,Semestre 1,13,60,ENS-GPR-0006,OUI,NON,BIEN_UTILISE
Salle,18BP2,Catalyse,GPR,3,ING,2021/2022,2022-01-06,12:30,16:30,TD,Semestre 1,6,60,ENS-GPR-0012,OUI,NON,BIEN_UTILISE
Salle,30BS1,Catalyse,GPR,3,ING,2021/2022,2022-01-15,07:30,11:30,TD,Semestre 1,6,60,ENS-GPR-0005,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie2,Catalyse,GPR,3,ING,2021/2022,2021-11-08,07:30,11:30,TP,Semestre 1,4,30,ENS-GPR-0002,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie1,Catalyse,GPR,3,ING,2021/2022,2021-11-17,12:30,16:30,TP,Semestre 1,4,30,ENS-GPR-0010,NON,NON,BIEN_UTILISE
Salle,27BS2,Systèmes Électriques,GE,5,ING,2021/2022,2021-10-15,12:30,16:30,CM,Semestre 1,78,120,ENS-GE-0011,OUI,NON,BIEN_UTILISE
Salle,21BS2,Systèmes Électriques,GE,5,ING,2021/2022,2022-01-05,07:30,11:30,CM,Semestre 1,78,120,ENS-GE-0002,NON,NON,BIEN_UTILISE
Salle,21BS2,Systèmes Électriques,GE,5,ING,2021/2022,2021-10-26,07:30,11:30,CM,Semestre 1,78,120,ENS-GE-0007,NON,NON,BIEN_UTILISE
Salle,21BP1,Systèmes Électriques,GE,5,ING,2021/2022,2022-01-15,07:30,11:30,TD,Semestre 1,39,60,ENS-GE-0009,OUI,NON,BIEN_UTILISE
Salle,18BS1,Systèmes Électriques,GE,5,ING,2021/2022,2021-09-07,07:30,11:30,TD,Semestre 1,39,60,ENS-GE-0005,OUI,NON,BIEN_UTILISE
Labo,Labo-Energie,Systèmes Électriques,GE,5,ING,2021/2022,2021-09-25,12:30,16:30,TP,Semestre 1,26,40,ENS-GE-0007,NON,NON,BIEN_UTILISE
Labo,Labo-Energie,Systèmes Électriques,GE,5,ING,2021/2022,2021-11-19,07:30,11:30,TP,Semestre 1,26,40,ENS-GE-0010,NON,NON,BIEN_UTILISE
Salle,24BP1,Cours GESI N3S1-3,GESI,3,ING,2021/2022,2021-09-29,07:30,11:30,CM,Semestre 1,14,60,ENS-GIT-0005,NON,NON,SOUS_UTILISE
Salle,32BP1,Cours GESI N3S1-3,GESI,3,ING,2021/2022,2021-11-13,12:30,16:30,CM,Semestre 1,14,60,ENS-GIT-0007,NON,NON,SOUS_UTILISE
Salle,25BS1,Cours GESI N3S1-3,GESI,3,ING,2021/2022,2021-09-09,12:30,16:30,CM,Semestre 1,14,60,ENS-GIT-0025,OUI,NON,BIEN_UTILISE
Salle,33BP2,Cours GESI N3S1-3,GESI,3,ING,2021/2022,2021-10-29,07:30,11:30,TD,Semestre 1,7,120,ENS-GIT-0024,OUI,NON,BIEN_UTILISE
Salle,26BS1,Cours GESI N3S1-3,GESI,3,ING,2021/2022,2021-09-14,07:30,11:30,TD,Semestre 1,7,60,ENS-GIT-0019,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Cours GESI N3S1-3,GESI,3,ING,2021/2022,2021-10-13,12:30,16:30,TP,Semestre 1,4,50,ENS-GIT-0022,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Cours GESI N3S1-3,GESI,3,ING,2021/2022,2021-09-27,07:30,11:30,TP,Semestre 1,4,50,ENS-GIT-0001,NON,NON,BIEN_UTILISE
Salle,33BS2,Cours GQHSE N5S1-1,GQHSE,5,ING,2021/2022,2021-12-18,07:30,11:30,CM,Semestre 1,68,120,ENS-GQHSE-0004,OUI,NON,BIEN_UTILISE
Salle,26BS2,Cours GQHSE N5S1-1,GQHSE,5,ING,2021/2022,2021-09-06,12:30,16:30,CM,Semestre 1,68,120,ENS-GQHSE-0006,NON,NON,BIEN_UTILISE
Salle,31BS2,Cours GQHSE N5S1-1,GQHSE,5,ING,2021/2022,2022-01-15,12:30,16:30,CM,Semestre 1,68,120,ENS-GQHSE-0002,OUI,NON,BIEN_UTILISE
Salle,23BS1,Cours GQHSE N5S1-1,GQHSE,5,ING,2021/2022,2022-01-06,07:30,11:30,TD,Semestre 1,34,60,ENS-GQHSE-0002,OUI,NON,BIEN_UTILISE
Salle,34BP2,Cours GQHSE N5S1-1,GQHSE,5,ING,2021/2022,2022-01-12,07:30,11:30,TD,Semestre 1,34,60,ENS-GQHSE-0001,NON,NON,BIEN_UTILISE
Labo,Labo-GMP,Cours GQHSE N5S1-1,GQHSE,5,ING,2021/2022,2021-10-15,12:30,16:30,TP,Semestre 1,22,35,ENS-GQHSE-0004,NON,NON,BIEN_UTILISE
Labo,Labo-Physique2,Cours GQHSE N5S1-1,GQHSE,5,ING,2021/2022,2021-11-12,12:30,16:30,TP,Semestre 1,22,40,ENS-GQHSE-0002,NON,NON,BIEN_UTILISE
Amphi,Amphi-1100,Électricité,Tronc_commun,2,ING,2021/2022,2021-12-13,07:30,11:30,CM,Semestre 1,477,1100,ENS-GM-0009,OUI,NON,BIEN_UTILISE
Amphi,Amphi-1100,Électricité,Tronc_commun,2,ING,2021/2022,2021-10-18,07:30,11:30,CM,Semestre 1,477,1100,ENS-GCI-0002,OUI,NON,BIEN_UTILISE
Amphi,Amphi-1100,Électricité,Tronc_commun,2,ING,2021/2022,2021-09-21,07:30,11:30,CM,Semestre 1,477,1100,ENS-GQHSE-0005,OUI,NON,BIEN_UTILISE
Salle,34BP1,Électricité,Tronc_commun,2,ING,2021/2022,2021-09-15,07:30,11:30,TD,Semestre 1,238,60,ENS-TELECOM-0003,OUI,NON,BIEN_UTILISE
Salle,23BS2,Électricité,Tronc_commun,2,ING,2021/2022,2022-01-15,07:30,11:30,TD,Semestre 1,238,60,ENS-GQHSE-0004,OUI,NON,BIEN_UTILISE
Labo,Labo-INFO,Électricité,Tronc_commun,2,ING,2021/2022,2021-09-17,07:30,11:30,TP,Semestre 1,159,50,ENS-GCI-0007,NON,NON,BIEN_UTILISE
Labo,Labo-Physique2,Électricité,Tronc_commun,2,ING,2021/2022,2021-11-08,12:30,16:30,TP,Semestre 1,159,40,ENS-GIT-0019,NON,NON,BIEN_UTILISE
Salle,05BS0,Statistiques Avancées,SDIA,4,SCI ING,2021/2022,2021-09-17,12:30,16:30,CM,Semestre 1,5,60,ENS-GIT-0007,OUI,NON,BIEN_UTILISE
Salle,34BS1,Statistiques Avancées,SDIA,4,SCI ING,2021/2022,2021-12-14,12:30,16:30,CM,Semestre 1,5,60,ENS-GIT-0016,OUI,NON,BIEN_UTILISE
Salle,19BS2,Statistiques Avancées,SDIA,4,SCI ING,2021/2022,2021-11-25,07:30,11:30,CM,Semestre 1,5,60,ENS-GIT-0014,NON,NON,SOUS_UTILISE
Salle,31BP1,Statistiques Avancées,SDIA,4,SCI ING,2021/2022,2022-01-08,12:30,16:30,TD,Semestre 1,2,60,ENS-GIT-0021,OUI,NON,BIEN_UTILISE
Salle,28BP1,Statistiques Avancées,SDIA,4,SCI ING,2021/2022,2021-10-18,12:30,16:30,TD,Semestre 1,2,60,ENS-GIT-0008,OUI,NON,BIEN_UTILISE
Labo,Labo-INFO,Statistiques Avancées,SDIA,4,SCI ING,2021/2022,2021-10-05,07:30,11:30,TP,Semestre 1,1,50,ENS-GIT-0013,NON,NON,BIEN_UTILISE
Salle,28BS1,Cours GESI N4S1-2,GESI,4,ING,2021/2022,2021-10-25,07:30,11:30,CM,Semestre 1,10,60,ENS-GIT-0004,NON,NON,SOUS_UTILISE
Salle,33BS1,Cours GESI N4S1-2,GESI,4,ING,2021/2022,2021-12-04,07:30,11:30,CM,Semestre 1,10,60,ENS-GIT-0015,OUI,NON,BIEN_UTILISE
Salle,27BP2,Cours GESI N4S1-2,GESI,4,ING,2021/2022,2021-09-20,07:30,11:30,CM,Semestre 1,10,120,ENS-GIT-0018,OUI,NON,BIEN_UTILISE
Salle,18BP1,Cours GESI N4S1-2,GESI,4,ING,2021/2022,2021-10-30,12:30,16:30,TD,Semestre 1,5,60,ENS-GIT-0022,NON,NON,BIEN_UTILISE
Salle,20BS1,Cours GESI N4S1-2,GESI,4,ING,2021/2022,2021-11-18,12:30,16:30,TD,Semestre 1,5,60,ENS-GIT-0024,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Cours GESI N4S1-2,GESI,4,ING,2021/2022,2021-09-03,07:30,11:30,TP,Semestre 1,3,50,ENS-GIT-0004,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Cours GESI N4S1-2,GESI,4,ING,2021/2022,2021-10-30,07:30,11:30,TP,Semestre 1,3,50,ENS-GIT-0016,NON,NON,BIEN_UTILISE
Salle,22BS1,Cours EEAT N3S1-4,EEAT,3,SCI ING,2021/2022,2021-11-18,12:30,16:30,CM,Semestre 1,4,60,ENS-TELECOM-0005,OUI,NON,BIEN_UTILISE
Salle,26BP1,Cours EEAT N3S1-4,EEAT,3,SCI ING,2021/2022,2021-10-23,12:30,16:30,CM,Semestre 1,4,60,ENS-TELECOM-0009,NON,NON,SOUS_UTILISE
Salle,02BS0,Cours EEAT N3S1-4,EEAT,3,SCI ING,2021/2022,2021-09-18,07:30,11:30,CM,Semestre 1,4,60,ENS-TELECOM-0001,OUI,NON,BIEN_UTILISE
Salle,06BS0,Cours EEAT N3S1-4,EEAT,3,SCI ING,2021/2022,2021-09-21,12:30,16:30,TD,Semestre 1,2,60,ENS-TELECOM-0009,OUI,NON,BIEN_UTILISE
Salle,26BP2,Cours EEAT N3S1-4,EEAT,3,SCI ING,2021/2022,2021-09-25,12:30,16:30,TD,Semestre 1,2,120,ENS-TELECOM-0010,OUI,NON,BIEN_UTILISE
Labo,Labo-Physique1,Cours EEAT N3S1-4,EEAT,3,SCI ING,2021/2022,2021-11-08,07:30,11:30,TP,Semestre 1,1,40,ENS-TELECOM-0004,NON,NON,BIEN_UTILISE
Labo,Labo-GMP,Cours EEAT N3S1-4,EEAT,3,SCI ING,2021/2022,2021-10-14,07:30,11:30,TP,Semestre 1,1,35,ENS-TELECOM-0007,NON,NON,BIEN_UTILISE
Salle,04BP0,Cours MEMA N4S1-3,MEMA,4,SCI ING,2021/2022,2021-09-29,12:30,16:30,CM,Semestre 1,10,60,ENS-GM-0005,NON,NON,SOUS_UTILISE
Salle,31BP2,Cours MEMA N4S1-3,MEMA,4,SCI ING,2021/2022,2021-10-04,07:30,11:30,CM,Semestre 1,10,120,ENS-GM-0008,OUI,NON,BIEN_UTILISE
