Matricule,Annee_academique,Niveau,Cursus,Filiere,Age,Annee_naissance,Genre,Distance_domicile_ecole,Travaille,Note_moy_CC_S1,Note_moy_SN_S1,Note_moy_CC_S2,Note_moy_SN_S2,Moyenne_S1,Moyenne_S2,Moyenne_annuelle,Nb_matieres_validees,Nb_credits_obtenus,Nb_matieres_non_validees,Nb_heures_cours_total,Nb_heures_presence,Nb_projets,Reussite
20G99285,2023/2024,4,ING,GMP,20,2003,M,>15km,NON,6.02,9.83,9.06,7.23,8.31,7.96,8.13,16,48,4,435,294,4,0
20G30701,2023/2024,3,ING,GPR,21,2002,F,5-15km,NON,14.1,11.27,13.37,11.85,12.4,12.46,12.43,19,57,1,425,388,4,1
20G95267,2023/2024,3,ING,GIT,20,2003,F,5-15km,OUI,9.65,10.73,9.93,8.66,10.3,9.17,9.73,20,60,0,430,274,5,1
20G47409,2023/2024,4,ING,GMP,22,2001,M,<5km,NON,11.21,10.46,12.02,13.5,10.76,12.91,11.83,18,54,2,435,407,4,1
20G95498,2023/2024,4,ING,GAM,22,2001,M,>15km,OUI,9.65,9.66,9.04,13.2,9.66,11.53,10.59,20,60,0,430,329,4,1
20G14888,2023/2024,3,ING,GAM,20,2003,F,<5km,NON,16.77,17.47,18.31,17.87,17.19,18.05,17.62,20,60,0,430,374,4,1
20G14763,2023/2024,4,ING,GPR,21,2002,F,<5km,NON,15.54,13.85,12.41,15.19,14.52,14.08,14.3,20,60,0,425,363,4,1
20G47941,2023/2024,4,ING,GE,20,2003,M,5-15km,NON,3.98,4.65,4.21,4.83,4.38,4.58,4.48,19,57,1,435,246,4,0
20G84443,2023/2024,3,ING,GESI,22,2001,M,5-15km,NON,14.8,13.46,12.97,14.43,13.99,13.84,13.92,19,57,1,425,415,5,1
20G47298,2023/2024,3,ING,Météorologie,21,2002,F,<5km,NON,18.4,19.09,18.47,18.73,18.81,18.62,18.72,20,60,0,415,393,4,1
20G76088,2023/2024,4,ING,GPR,21,2002,F,<5km,OUI,9.64,8.38,8.04,8.51,8.88,8.32,8.6,11,33,9,425,293,4,0
20G24764,2023/2024,3,ING,Météorologie,21,2002,M,>15km,NON,14.55,15.2,13.57,14.84,14.94,14.33,14.64,18,54,2,415,396,4,1
20G70150,2023/2024,2,ING,Tronc_commun,22,2001,F,>15km,NON,13.91,14.58,13.4,13.43,14.31,13.42,13.86,18,54,2,420,407,3,1
20G34405,2023/2024,4,ING,GMP,20,2003,F,5-15km,NON,11.81,12.41,12.35,13.81,12.17,13.23,12.7,19,57,1,435,386,4,1
20G84420,2023/2024,4,ING,GE,22,2001,M,<5km,OUI,14.39,13.76,13.33,15.64,14.01,14.72,14.37,20,60,0,435,363,4,1
20G90079,2023/2024,4,ING,GESI,22,2001,F,5-15km,NON,12.99,14.18,11.6,10.76,13.7,11.1,12.4,18,54,2,425,391,5,1
20G77538,2023/2024,4,ING,GM,21,2002,M,5-15km,NON,16.15,14.92,14.23,16.33,15.41,15.49,15.45,20,60,0,440,357,4,1
20G97720,2023/2024,4,ING,GCI,20,2003,M,<5km,OUI,14.38,17.96,13.64,15.73,16.52,14.89,15.71,20,60,0,440,314,4,1
20G72580,2023/2024,3,ING,GE,21,2002,M,<5km,NON,14.76,17.74,15.89,17.41,16.55,16.8,16.67,18,54,2,435,358,4,1
20G44181,2023/2024,2,ING,Tronc_commun,21,2002,M,5-15km,NON,15.05,16.29,13.4,13.58,15.79,13.51,14.65,19,57,1,420,374,3,1
20G44995,2023/2024,3,ING,GPR,21,2002,F,>15km,NON,11.92,14.95,11.33,13.69,13.74,12.74,13.24,20,60,0,425,338,4,1
20G85088,2023/2024,2,ING,Tronc_commun,20,2003,F,>15km,NON,19.62,18.24,19.68,19.11,18.79,19.34,19.07,20,60,0,420,364,3,1
20G57127,2023/2024,4,ING,GQHSE,22,2001,M,<5km,NON,13.9,17.42,17.55,18.25,16.02,17.97,16.99,18,54,2,420,354,4,1
20G97528,2023/2024,4,ING,GMP,20,2003,F,5-15km,NON,13.01,12.93,12.17,13.12,12.96,12.74,12.85,18,54,2,435,366,4,1
20G30934,2023/2024,4,ING,GE,21,2002,F,>15km,OUI,12.15,14.6,10.77,10.98,13.62,10.9,12.26,19,57,1,435,310,4,1
20G25389,2023/2024,3,ING,GCI,22,2001,F,5-15km,NON,8.86,8.67,8.83,8.0,8.75,8.33,8.54,19,57,1,440,252,4,0
20G90560,2023/2024,3,ING,GQHSE,20,2003,M,<5km,NON,10.57,10.92,11.29,11.95,10.78,11.68,11.23,20,60,0,420,362,4,1
20G72676,2023/2024,3,ING,GM,20,2003,F,>15km,NON,11.84,10.88,11.86,10.42,11.26,10.99,11.13,18,54,2,440,342,4,1
20G89395,2023/2024,4,ING,GMP,21,2002,F,>15km,NON,16.68,17.02,17.56,19.67,16.88,18.82,17.85,20,60,0,435,386,4,1
20G81989,2023/2024,3,ING,GESI,21,2002,M,<5km,NON,15.93,13.87,13.9,14.08,14.69,14.01,14.35,19,57,1,425,358,5,1
20G99173,2023/2024,4,ING,Météorologie,22,2001,M,>15km,NON,18.37,18.39,16.25,16.82,18.38,16.59,17.49,18,54,2,415,372,4,1
20G68556,2023/2024,4,ING,Météorologie,22,2001,F,<5km,NON,16.12,17.67,18.1,15.63,17.05,16.62,16.83,19,57,1,415,346,4,1
20G83946,2023/2024,4,ING,GCI,20,2003,M,>15km,NON,17.2,19.07,16.59,17.05,18.32,16.87,17.59,18,54,2,440,413,4,1
20G76255,2023/2024,4,ING,GPR,20,2003,M,<5km,OUI,14.78,15.66,15.44,16.03,15.31,15.79,15.55,19,57,1,425,255,4,1
20G53007,2023/2024,3,ING,GIT,22,2001,F,<5km,NON,12.03,12.58,12.88,13.38,12.36,13.18,12.77,19,57,1,430,350,5,1
20G99167,2023/2024,4,ING,GESI,20,2003,F,<5km,NON,4.15,4.63,5.51,6.0,4.44,5.8,5.12,18,54,2,425,297,5,0
20G76895,2023/2024,4,ING,GESI,21,2002,M,5-15km,OUI,9.31,10.44,10.05,10.4,9.99,10.26,10.13,20,60,0,425,243,5,1
20G27294,2023/2024,4,ING,GM,22,2001,F,5-15km,NON,6.4,5.52,6.3,5.86,5.87,6.04,5.96,12,36,8,440,206,4,0
20G83912,2023/2024,4,ING,GCI,20,2003,F,>15km,OUI,11.13,11.58,10.5,12.33,11.4,11.6,11.5,19,57,1,440,347,4,1
20G50392,2023/2024,3,ING,GCI,22,2001,M,5-15km,NON,14.12,13.88,14.15,13.11,13.97,13.53,13.75,18,54,2,440,330,4,1
20G43352,2023/2024,4,ING,GIT,20,2003,M,>15km,NON,7.0,6.16,5.79,7.67,6.5,6.92,6.71,13,39,7,430,233,5,0
20G19572,2023/2024,3,ING,GAM,20,2003,F,5-15km,NON,9.29,9.99,12.29,12.74,9.71,12.56,11.13,18,54,2,430,389,4,1
20G18357,2023/2024,3,ING,GESI,22,2001,M,<5km,NON,17.44,15.59,15.9,15.01,16.33,15.36,15.85,20,60,0,425,389,5,1
20G71875,2023/2024,3,ING,Météorologie,20,2003,F,5-15km,NON,16.88,14.67,15.05,15.18,15.56,15.12,15.34,19,57,1,415,311,4,1
20G33590,2023/2024,2,ING,Tronc_commun,20,2003,F,5-15km,NON,9.35,9.75,11.08,11.65,9.59,11.42,10.51,15,45,5,420,287,3,0
20G60132,2023/2024,4,ING,Météorologie,21,2002,F,5-15km,NON,18.74,18.06,15.39,16.19,18.33,15.87,17.1,20,60,0,415,312,4,1
20G20518,2023/2024,2,ING,Tronc_commun,22,2001,M,>15km,NON,17.79,19.56,18.64,16.44,18.85,17.32,18.09,19,57,1,420,393,3,1
20G55582,2023/2024,3,ING,Météorologie,20,2003,M,>15km,NON,17.03,18.85,16.68,16.49,18.12,16.56,17.34,19,57,1,415,320,4,1
20G61518,2023/2024,4,ING,GCI,22,2001,M,>15km,NON,13.95,16.02,14.43,16.02,15.19,15.39,15.29,18,54,2,440,427,4,1
20G39188,2023/2024,4,ING,GCI,20,2003,M,5-15km,NON,16.62,16.08,17.35,16.77,16.29,17.0,16.65,20,60,0,440,387,4,1
20G70686,2023/2024,2,ING,Tronc_commun,22,2001,F,>15km,NON,15.84,17.19,18.15,18.05,16.65,18.09,17.37,18,54,2,420,357,3,1
20G59712,2023/2024,3,ING,GESI,20,2003,M,5-15km,NON,15.57,15.8,13.06,17.19,15.71,15.54,15.63,19,57,1,425,365,5,1
20G55371,2023/2024,3,ING,GAM,20,2003,F,<5km,NON,16.58,16.2,18.4,19.26,16.35,18.92,17.64,20,60,0,430,330,4,1
20G24790,2023/2024,3,ING,GE,20,2003,F,>15km,NON,13.24,13.43,14.44,13.33,13.35,13.77,13.56,19,57,1,435,394,4,1
20G12050,2023/2024,4,ING,GE,20,2003,M,<5km,NON,15.57,17.86,17.48,17.77,16.94,17.66,17.3,18,54,2,435,384,4,1
20G23224,2023/2024,3,ING,GESI,22,2001,M,5-15km,OUI,16.47,17.82,17.23,17.44,17.28,17.36,17.32,19,57,1,425,353,5,1
20G88352,2023/2024,4,ING,GCI,22,2001,M,<5km,NON,10.87,10.77,10.59,10.18,10.81,10.34,10.58,20,60,0,440,370,4,1
20G15798,2023/2024,4,ING,GAM,21,2002,F,<5km,OUI,2.97,5.04,2.41,4.57,4.21,3.7,3.96,16,48,4,430,278,4,0
20G80747,2023/2024,3,ING,GCI,20,2003,M,<5km,OUI,12.61,15.25,14.63,13.08,14.19,13.7,13.94,20,60,0,440,362,4,1
20G76046,2023/2024,3,ING,GMP,21,2002,M,>15km,NON,17.16,17.82,14.89,17.11,17.56,16.22,16.89,20,60,0,435,339,4,1
20G85511,2023/2024,2,ING,Tronc_commun,21,2002,F,<5km,NON,5.12,6.38,5.07,4.54,5.87,4.75,5.31,11,33,9,420,254,3,0
20G49552,2023/2024,4,ING,GPR,20,2003,M,5-15km,OUI,11.69,15.48,11.69,13.66,13.97,12.87,13.42,19,57,1,425,267,4,1
20G49387,2023/2024,3,ING,GM,21,2002,M,>15km,NON,15.93,18.2,16.63,17.49,17.29,17.14,17.22,18,54,2,440,423,4,1
20G87550,2023/2024,4,ING,GQHSE,22,2001,M,>15km,OUI,12.96,13.38,11.69,14.23,13.22,13.21,13.21,19,57,1,420,343,4,1
20G98965,2023/2024,3,ING,GIT,21,2002,F,<5km,NON,12.49,12.85,14.76,13.19,12.71,13.82,13.26,18,54,2,430,395,5,1
20G55143,2023/2024,4,ING,GM,22,2001,F,>15km,NON,12.67,13.54,13.83,12.85,13.19,13.24,13.22,18,54,2,440,342,4,1
20G51777,2023/2024,3,ING,GM,22,2001,F,5-15km,OUI,14.66,16.32,16.93,15.32,15.66,15.96,15.81,18,54,2,440,301,4,1
20G29558,2023/2024,4,ING,GESI,21,2002,F,<5km,NON,14.12,17.69,16.62,17.27,16.26,17.01,16.64,20,60,0,425,354,5,1
20G80507,2023/2024,3,ING,GPR,21,2002,M,<5km,NON,9.8,12.45,9.91,10.15,11.39,10.05,10.72,18,54,2,425,328,4,1
20G49418,2023/2024,3,ING,GCI,22,2001,M,5-15km,NON,8.82,8.37,6.3,8.31,8.55,7.51,8.03,17,51,3,440,282,4,0
20G17552,2023/2024,3,ING,GPR,22,2001,F,5-15km,NON,12.18,11.18,13.59,11.34,11.58,12.24,11.91,20,60,0,425,386,4,1
20G83044,2023/2024,3,ING,GMP,22,2001,M,5-15km,NON,16.28,17.16,14.93,16.25,16.81,15.72,16.27,19,57,1,435,396,4,1
20G41831,2023/2024,3,ING,GCI,21,2002,M,5-15km,NON,12.81,13.44,15.57,12.73,13.19,13.86,13.53,20,60,0,440,422,4,1
20G94765,2023/2024,4,ING,GQHSE,20,2003,F,5-15km,OUI,11.21,13.18,12.03,12.64,12.39,12.39,12.39,18,54,2,420,287,4,1
20G22119,2023/2024,3,ING,Météorologie,22,2001,M,<5km,NON,4.82,4.66,3.92,7.02,4.72,5.78,5.25,9,27,11,415,210,4,0
20G45187,2023/2024,4,ING,GESI,21,2002,M,<5km,NON,9.6,11.25,10.23,12.01,10.59,11.3,10.94,20,60,0,425,380,5,1
20G34662,2023/2024,4,ING,GM,22,2001,M,5-15km,NON,11.71,11.43,13.79,13.2,11.54,13.44,12.49,18,54,2,440,360,4,1
20G37379,2023/2024,2,ING,Tronc_commun,21,2002,F,<5km,NON,14.3,17.97,17.77,15.53,16.5,16.43,16.47,20,60,0,420,346,3,1
20G37762,2023/2024,4,ING,GPR,20,2003,M,>15km,NON,10.6,12.68,10.95,14.16,11.85,12.88,12.36,20,60,0,425,335,4,1
20G72773,2023/2024,4,ING,GAM,20,2003,M,5-15km,NON,8.84,10.01,8.52,8.24,9.54,8.35,8.95,16,48,4,430,191,4,0
20G41369,2023/2024,4,ING,GPR,22,2001,F,5-15km,NON,13.57,13.7,15.18,14.69,13.65,14.89,14.27,20,60,0,425,368,4,1
20G59894,2023/2024,3,ING,GESI,21,2002,F,5-15km,NON,14.35,16.01,17.0,14.23,15.35,15.34,15.34,18,54,2,425,380,5,1
20G44283,2023/2024,4,ING,GPR,21,2002,F,5-15km,OUI,14.02,17.57,13.93,14.66,16.15,14.37,15.26,18,54,2,425,239,4,1
20G22924,2023/2024,3,ING,GESI,22,2001,F,5-15km,NON,4.34,6.11,5.09,5.33,5.4,5.23,5.32,16,48,4,425,211,5,0
20G36624,2023/2024,2,ING,Tronc_commun,21,2002,F,5-15km,NON,10.14,10.42,10.28,12.39,10.3,11.55,10.93,19,57,1,420,342,3,1
20G15992,2023/2024,3,ING,GPR,22,2001,M,>15km,NON,13.86,14.68,13.33,12.65,14.35,12.92,13.64,19,57,1,425,369,4,1
20G29126,2023/2024,3,ING,GMP,20,2003,F,>15km,NON,15.83,14.33,15.65,14.6,14.93,15.02,14.97,20,60,0,435,364,4,1
20G86550,2023/2024,4,ING,GE,22,2001,F,5-15km,NON,14.24,17.79,16.44,14.57,16.37,15.31,15.84,19,57,1,435,359,4,1
20G29976,2023/2024,4,ING,GM,20,2003,F,<5km,NON,10.46,12.72,11.84,11.02,11.81,11.35,11.58,20,60,0,440,384,4,1
20G59786,2023/2024,3,ING,GCI,22,2001,M,5-15km,NON,10.78,12.64,9.24,9.02,11.9,9.11,10.5,20,60,0,440,338,4,1
20G82173,2023/2024,4,ING,GESI,22,2001,F,5-15km,OUI,5.63,4.4,6.24,5.93,4.89,6.05,5.47,8,24,12,425,353,5,0
20G74044,2023/2024,4,ING,GMP,22,2001,F,5-15km,NON,15.43,17.58,14.45,18.07,16.72,16.62,16.67,18,54,2,435,335,4,1
20G32050,2023/2024,4,ING,GE,22,2001,F,<5km,NON,17.44,18.36,18.7,18.5,17.99,18.58,18.29,18,54,2,435,399,4,1
20G28344,2023/2024,4,ING,GMP,22,2001,F,<5km,OUI,14.99,12.34,13.87,15.64,13.4,14.93,14.17,19,57,1,435,346,4,1
20G81058,2023/2024,4,ING,Météorologie,22,2001,M,>15km,NON,11.94,12.48,12.85,14.15,12.26,13.63,12.95,18,54,2,415,332,4,1
20G14433,2023/2024,4,ING,GAM,20,2003,M,<5km,OUI,11.98,14.17,11.94,13.58,13.29,12.92,13.11,20,60,0,430,307,4,1
20G64053,2023/2024,2,ING,Tronc_commun,20,2003,M,<5km,NON,16.08,15.86,12.83,16.2,15.95,14.85,15.4,18,54,2,420,369,3,1
20G29795,2023/2024,4,ING,GCI,20,2003,M,>15km,OUI,15.86,18.48,18.4,16.6,17.43,17.32,17.38,19,57,1,440,361,4,1
20G69770,2023/2024,1,ING,Tronc_commun,21,2002,M,>15km,NON,15.65,18.19,18.46,19.22,17.17,18.92,18.04,20,60,0,420,392,3,1
20G93588,2023/2024,4,ING,GM,22,2001,F,>15km,NON,17.29,16.1,17.89,16.91,16.58,17.3,16.94,20,60,0,440,339,4,1
20G73944,2023/2024,4,ING,GAM,20,2003,M,>15km,OUI,12.1,11.28,9.76,12.79,11.6,11.58,11.59,18,54,2,430,300,4,1
20G82305,2023/2024,4,ING,GIT,21,2002,M,<5km,NON,15.5,16.83,16.86,16.8,16.3,16.83,16.56,20,60,0,430,372,5,1
20G79391,2023/2024,2,ING,Tronc_commun,22,2001,F,>15km,OUI,6.91,7.28,5.64,6.13,7.13,5.93,6.53,10,30,10,420,248,3,0
20G47576,2023/2024,4,ING,GCI,20,2003,F,<5km,NON,12.48,13.29,12.66,10.58,12.97,11.41,12.19,19,57,1,440,404,4,1
20G24026,2023/2024,4,ING,GESI,20,2003,M,<5km,NON,11.56,10.76,10.21,13.02,11.08,11.9,11.49,19,57,1,425,353,5,1
20G35156,2023/2024,4,ING,GAM,22,2001,F,5-15km,OUI,9.97,12.61,10.81,11.59,11.55,11.28,11.42,20,60,0,430,281,4,1
20G45038,2023/2024,3,ING,GQHSE,21,2002,M,5-15km,NON,15.3,17.06,15.68,15.28,16.36,15.44,15.9,20,60,0,420,350,4,1
20G63218,2023/2024,3,ING,GESI,21,2002,M,>15km,NON,15.74,15.91,12.95,13.93,15.84,13.53,14.69,20,60,0,425,328,5,1
20G39603,2023/2024,2,ING,Tronc_commun,21,2002,M,>15km,NON,9.67,10.74,8.79,7.81,10.31,8.21,9.26,12,36,8,420,222,3,0
20G95182,2023/2024,3,ING,GAM,20,2003,M,5-15km,OUI,13.95,15.52,14.36,13.77,14.89,14.01,14.45,20,60,0,430,330,4,1
20G59710,2023/2024,4,ING,GESI,21,2002,F,<5km,OUI,2.62,4.83,4.68,4.85,3.94,4.78,4.36,8,24,12,425,346,5,0
20G93459,2023/2024,3,ING,GPR,20,2003,M,<5km,NON,13.18,13.51,13.76,15.01,13.38,14.51,13.94,18,54,2,425,360,4,1
20G75517,2023/2024,2,ING,Tronc_commun,21,2002,F,>15km,NON,6.19,4.89,3.58,5.51,5.41,4.74,5.08,17,51,3,420,306,3,0
20G22499,2023/2024,4,ING,GM,22,2001,M,<5km,OUI,13.84,16.62,16.13,14.53,15.51,15.17,15.34,18,54,2,440,269,4,1
20G37710,2023/2024,2,ING,Tronc_commun,22,2001,F,5-15km,NON,12.09,11.79,10.9,11.59,11.91,11.31,11.61,20,60,0,420,393,3,1
20G16102,2023/2024,4,ING,Météorologie,20,2003,F,>15km,OUI,8.67,6.55,5.42,8.36,7.4,7.18,7.29,14,42,6,415,323,4,0
20G83860,2023/2024,3,ING,GCI,22,2001,M,<5km,NON,14.65,12.3,11.55,13.63,13.24,12.79,13.02,19,57,1,440,402,4,1
20G51220,2023/2024,4,ING,GCI,20,2003,M,>15km,NON,14.61,12.49,13.42,13.3,13.34,13.34,13.34,20,60,0,440,351,4,1
20G28899,2023/2024,2,ING,Tronc_commun,22,2001,F,<5km,OUI,6.75,8.77,7.46,7.02,7.96,7.19,7.58,19,57,1,420,353,3,0
20G49226,2023/2024,4,ING,GCI,20,2003,M,>15km,NON,4.1,7.05,5.88,5.18,5.87,5.46,5.67,10,30,10,440,246,4,0
20G61007,2023/2024,3,ING,GESI,22,2001,F,5-15km,NON,14.17,16.19,15.72,14.24,15.38,14.83,15.11,19,57,1,425,371,5,1
20G28343,2023/2024,4,ING,GQHSE,22,2001,M,>15km,NON,16.21,15.46,16.39,16.12,15.76,16.23,15.99,20,60,0,420,388,4,1
20G55332,2023/2024,4,ING,GCI,20,2003,M,5-15km,NON,9.83,12.59,8.72,10.48,11.48,9.78,10.63,20,60,0,440,431,4,1
20G40427,2023/2024,4,ING,GIT,20,2003,F,>15km,NON,15.46,17.0,17.78,16.84,16.38,17.21,16.8,20,60,0,430,407,5,1
20G90460,2023/2024,4,ING,GCI,22,2001,F,5-15km,NON,15.55,15.33,16.17,14.26,15.42,15.03,15.22,19,57,1,440,416,4,1
20G13883,2023/2024,4,ING,GQHSE,22,2001,F,5-15km,OUI,10.86,9.58,8.11,9.35,10.09,8.85,9.47,19,57,1,420,274,4,1
20G74304,2023/2024,4,ING,GQHSE,20,2003,F,>15km,NON,15.8,18.23,18.91,16.7,17.26,17.58,17.42,18,54,2,420,334,4,1
20G59207,2023/2024,4,ING,GIT,21,2002,M,>15km,NON,9.42,11.12,10.5,10.21,10.44,10.33,10.38,19,57,1,430,400,5,1
20G86791,2023/2024,4,ING,GAM,22,2001,F,<5km,OUI,16.04,14.35,15.91,17.07,15.03,16.6,15.82,20,60,0,430,257,4,1
20G91083,2023/2024,4,ING,GIT,21,2002,M,>15km,NON,16.89,18.01,18.33,18.06,17.56,18.17,17.87,18,54,2,430,390,5,1
20G19634,2023/2024,4,ING,Météorologie,20,2003,F,<5km,NON,12.98,14.48,12.56,15.31,13.88,14.21,14.04,20,60,0,415,390,4,1
20G59807,2023/2024,4,ING,GCI,22,2001,M,>15km,NON,14.27,13.16,13.38,12.68,13.6,12.96,13.28,18,54,2,440,349,4,1
20G61068,2023/2024,4,ING,GM,21,2002,F,<5km,NON,11.54,13.72,11.57,14.64,12.85,13.41,13.13,19,57,1,440,381,4,1
20G21995,2023/2024,3,ING,GMP,20,2003,F,5-15km,NON,16.19,15.59,16.24,13.01,15.83,14.3,15.06,19,57,1,435,406,4,1
20G57175,2023/2024,3,ING,GCI,21,2002,M,<5km,NON,18.19,18.7,17.91,16.35,18.49,16.97,17.73,18,54,2,440,388,4,1
20G21442,2023/2024,4,ING,GE,20,2003,F,5-15km,NON,16.76,17.55,17.73,18.21,17.24,18.02,17.63,18,54,2,435,345,4,1
20G83005,2023/2024,3,ING,GMP,22,2001,F,<5km,NON,10.42,12.5,9.7,9.33,11.67,9.48,10.57,19,57,1,435,413,4,1
20G13442,2023/2024,4,ING,GE,20,2003,F,>15km,NON,5.2,3.53,4.04,5.1,4.2,4.68,4.44,17,51,3,435,211,4,0
20G22198,2023/2024,4,ING,GMP,22,2001,F,5-15km,NON,16.47,15.43,15.77,14.23,15.84,14.84,15.34,20,60,0,435,367,4,1
20G11617,2023/2024,4,ING,GCI,21,2002,F,5-15km,NON,15.48,17.74,17.3,18.26,16.84,17.88,17.36,18,54,2,440,360,4,1
20G21101,2023/2024,4,ING,GESI,22,2001,M,>15km,NON,10.15,8.94,11.07,10.07,9.42,10.47,9.95,19,57,1,425,348,5,1
20G78302,2023/2024,4,ING,GIT,20,2003,F,<5km,NON,16.31,14.41,15.54,14.48,15.17,14.9,15.04,18,54,2,430,359,5,1
20G28198,2023/2024,3,ING,GM,21,2002,F,5-15km,NON,14.01,15.93,13.94,15.55,15.16,14.9,15.03,19,57,1,440,418,4,1
20G74634,2023/2024,2,ING,Tronc_commun,20,2003,M,<5km,NON,18.6,17.07,16.26,17.61,17.69,17.07,17.38,18,54,2,420,340,3,1
20G66973,2023/2024,4,ING,GM,21,2002,F,5-15km,NON,15.02,13.73,12.01,14.19,14.25,13.32,13.78,19,57,1,440,385,4,1
20G73469,2023/2024,4,ING,Météorologie,20,2003,F,5-15km,NON,18.6,19.51,19.45,19.31,19.15,19.37,19.26,18,54,2,415,406,4,1
20G42321,2023/2024,4,ING,Météorologie,22,2001,F,>15km,OUI,4.45,6.0,4.73,4.13,5.38,4.37,4.87,15,45,5,415,318,4,0
20G90828,2023/2024,3,ING,GESI,20,2003,F,<5km,OUI,10.64,10.79,10.43,12.3,10.73,11.55,11.14,20,60,0,425,234,5,1
20G27758,2023/2024,2,ING,Tronc_commun,21,2002,M,5-15km,NON,11.98,11.15,11.63,10.78,11.49,11.12,11.3,20,60,0,420,359,3,1
20G53544,2023/2024,2,ING,Tronc_commun,22,2001,F,5-15km,NON,14.14,15.17,13.87,13.44,14.76,13.61,14.18,18,54,2,420,317,3,1
20G67700,2023/2024,4,ING,Météorologie,21,2002,F,>15km,NON,14.87,17.5,15.31,15.33,16.45,15.32,15.89,18,54,2,415,339,4,1
20G87908,2023/2024,4,ING,GMP,20,2003,F,5-15km,OUI,5.55,5.8,7.75,8.48,5.7,8.19,6.95,12,36,8,435,278,4,0
20G89064,2023/2024,3,ING,GPR,22,2001,M,5-15km,OUI,11.75,10.78,9.5,10.63,11.17,10.18,10.67,20,60,0,425,285,4,1
20G51180,2023/2024,4,ING,GAM,20,2003,F,5-15km,NON,10.21,10.88,13.59,13.37,10.61,13.46,12.03,20,60,0,430,375,4,1
20G48200,2023/2024,3,ING,Météorologie,22,2001,F,>15km,NON,12.3,10.32,11.63,12.68,11.11,12.26,11.68,18,54,2,415,359,4,1
20G41775,2023/2024,4,ING,GCI,21,2002,F,5-15km,NON,10.02,13.52,9.85,12.24,12.12,11.28,11.7,19,57,1,440,397,4,1
20G61502,2023/2024,2,ING,Tronc_commun,21,2002,M,>15km,NON,17.32,15.77,17.77,16.67,16.39,17.11,16.75,20,60,0,420,325,3,1
20G36188,2023/2024,4,ING,GAM,22,2001,M,>15km,NON,14.17,15.77,13.61,13.23,15.13,13.38,14.26,19,57,1,430,329,4,1
20G82102,2023/2024,4,ING,GPR,20,2003,F,>15km,NON,15.99,15.59,13.35,16.14,15.75,15.02,15.39,20,60,0,425,344,4,1
20G37479,2023/2024,4,ING,GE,21,2002,F,>15km,NON,14.99,13.51,13.84,14.73,14.1,14.38,14.24,18,54,2,435,378,4,1
20G19064,2023/2024,3,ING,GIT,21,2002,F,<5km,OUI,7.74,9.93,9.85,7.86,9.06,8.65,8.86,13,39,7,430,307,5,0
20G93012,2023/2024,4,ING,GAM,21,2002,M,5-15km,NON,13.74,14.64,12.85,15.83,14.28,14.64,14.46,20,60,0,430,362,4,1
20G96332,2023/2024,4,ING,GM,20,2003,F,5-15km,NON,18.22,18.52,17.75,17.03,18.4,17.32,17.86,18,54,2,440,408,4,1
20G19694,2023/2024,3,ING,GQHSE,21,2002,F,>15km,NON,13.1,12.87,11.58,13.29,12.96,12.61,12.78,18,54,2,420,396,4,1
20G62534,2023/2024,4,ING,GAM,22,2001,F,>15km,NON,14.79,14.42,15.11,12.3,14.57,13.42,14.0,20,60,0,430,404,4,1
20G14818,2023/2024,3,ING,GIT,21,2002,M,<5km,NON,18.23,16.51,15.82,18.58,17.2,17.47,17.33,18,54,2,430,341,5,1
20G42536,2023/2024,4,ING,GIT,22,2001,F,<5km,NON,15.17,15.35,14.18,17.93,15.28,16.43,15.85,19,57,1,430,351,5,1
20G94803,2023/2024,4,ING,GIT,22,2001,M,>15km,NON,10.47,13.99,11.02,13.56,12.58,12.54,12.56,19,57,1,430,351,5,1
20G94545,2023/2024,4,ING,GM,22,2001,F,5-15km,NON,17.52,14.38,15.28,17.99,15.64,16.9,16.27,19,57,1,440,353,4,1
20G66420,2023/2024,4,ING,GM,20,2003,M,<5km,NON,11.26,8.71,9.82,12.37,9.73,11.35,10.54,19,57,1,440,402,4,1
20G43913,2023/2024,4,ING,GIT,20,2003,M,5-15km,NON,10.65,12.54,9.37,9.98,11.78,9.74,10.76,20,60,0,430,332,5,1
20G59036,2023/2024,4,ING,GM,21,2002,F,>15km,NON,13.76,10.79,13.3,10.49,11.98,11.62,11.8,18,54,2,440,368,4,1
20G87147,2023/2024,3,ING,GE,22,2001,M,5-15km,NON,5.93,8.53,5.22,8.21,7.49,7.02,7.25,12,36,8,435,180,4,0
20G13219,2023/2024,4,ING,GPR,21,2002,M,5-15km,OUI,16.82,17.52,15.32,17.62,17.24,16.7,16.97,19,57,1,425,325,4,1
20G64522,2023/2024,4,ING,GPR,20,2003,M,>15km,OUI,9.48,12.31,10.89,10.22,11.18,10.49,10.83,20,60,0,425,274,4,1
20G28569,2023/2024,4,ING,GCI,21,2002,F,5-15km,OUI,13.5,12.47,12.65,10.9,12.88,11.6,12.24,19,57,1,440,324,4,1
20G69681,2023/2024,4,ING,GE,20,2003,F,5-15km,NON,10.13,11.69,11.95,9.78,11.07,10.65,10.86,20,60,0,435,345,4,1
20G72411,2023/2024,4,ING,GCI,20,2003,F,>15km,NON,16.8,18.46,16.13,19.09,17.79,17.9,17.85,19,57,1,440,355,4,1
